id	type	language	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	basisOfRecord	occurrenceID	recordedBy	individualCount	occurrenceStatus	preparations	disposition	eventID	eventDate	year	month	day	habitat	locationID	continent	country	countryCode	stateProvince	county	locality	minimumElevationInMeters	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	geodeticDatum	identifiedBy	scientificNameID	scientificName	kingdom	phylum	class	order	family	genus	taxonRank	scientificNameAuthorship
UNIMAGDALENA:ACC047	Evento	es	891.780.111-8	RNC:207	ANLA:1293:2013	Universidad del Magdalena (UniMagdalena)	CBUMAG	Universidad del Magdalena	HumanObservation	UNIMAGDALENA:ACC047	Rincón Díaz Natalia	1	Present	Colecta Temporal: Muestra botánica (fragmento)	En colección	PUNTAVENADO:2021:06:28	2021-06-28	2021	06	28	Arrecife coralino	CO:47001	SA	Colombia	CO	Magdalena	Santa Marta	Punta Venado	109	4	10	11.27	-74.2047	WGS84	Rincón Díaz Natalia	urn:lsid:marinespecies.org:taxname:370087	Porolithon	Plantae	Rhodophyta	Florideophyceae	Corallinales	Porolithaceae	Porolithon	Género	Foslie, 1909
UNIMAGDALENA:ACC048	Evento	es	891.780.111-8	RNC:207	ANLA:1293:2013	Universidad del Magdalena (UniMagdalena)	CBUMAG	Universidad del Magdalena	HumanObservation	UNIMAGDALENA:ACC048	Rincón Díaz Natalia	1	Present	Colecta Temporal: Muestra botánica (fragmento)	En colección	PUNTAVENADO:2021:06:28	2021-06-28	2021	06	28	Arrecife coralino	CO:47001	SA	Colombia	CO	Magdalena	Santa Marta	Punta Venado	109	4	10	11.27	-74.2047	WGS84	Rincón Díaz Natalia	urn:lsid:marinespecies.org:taxname:370087	Porolithon	Plantae	Rhodophyta	Florideophyceae	Corallinales	Porolithaceae	Porolithon	Género	Foslie, 1909
UNIMAGDALENA:ACC049	Evento	es	891.780.111-8	RNC:207	ANLA:1293:2013	Universidad del Magdalena (UniMagdalena)	CBUMAG	Universidad del Magdalena	HumanObservation	UNIMAGDALENA:ACC049	Rincón Díaz Natalia	1	Present	Colecta Temporal: Muestra botánica (fragmento)	En colección	PUNTAVENADO:2021:06:28	2021-06-28	2021	06	28	Arrecife coralino	CO:47001	SA	Colombia	CO	Magdalena	Santa Marta	Punta Venado	109	4	10	11.27	-74.2047	WGS84	Rincón Díaz Natalia	urn:lsid:marinespecies.org:taxname:370087	Porolithon	Plantae	Rhodophyta	Florideophyceae	Corallinales	Porolithaceae	Porolithon	Género	Foslie, 1909
UNIMAGDALENA:ACC050	Evento	es	891.780.111-8	RNC:207	ANLA:1293:2013	Universidad del Magdalena (UniMagdalena)	CBUMAG	Universidad del Magdalena	HumanObservation	UNIMAGDALENA:ACC050	Rincón Díaz Natalia	1	Present	Colecta Temporal: Muestra botánica (fragmento)	En colección	PUNTAVENADO:2021:06:28	2021-06-28	2021	06	28	Arrecife coralino	CO:47001	SA	Colombia	CO	Magdalena	Santa Marta	Punta Venado	109	4	10	11.27	-74.2047	WGS84	Rincón Díaz Natalia	urn:lsid:marinespecies.org:taxname:370087	Porolithon	Plantae	Rhodophyta	Florideophyceae	Corallinales	Porolithaceae	Porolithon	Género	Foslie, 1909
UNIMAGDALENA:ACC051	Evento	es	891.780.111-8	RNC:207	ANLA:1293:2013	Universidad del Magdalena (UniMagdalena)	CBUMAG	Universidad del Magdalena	HumanObservation	UNIMAGDALENA:ACC051	Rincón Díaz Natalia	1	Present	Colecta Temporal: Muestra botánica (fragmento)	En colección	PUNTAVENADO:2021:08:04	2021-08-04	2021	08	04	Arrecife coralino	CO:47001	SA	Colombia	CO	Magdalena	Santa Marta	Punta Venado	109	4	10	11.27	-74.2047	WGS84	Rincón Díaz Natalia	urn:lsid:marinespecies.org:taxname:144016	Lithophyllum	Plantae	Rhodophyta	Florideophyceae	Corallinales	Lithophyllaceae	Lithophyllum	Género	Philippi, 1837
UNIMAGDALENA:ACC052	Evento	es	891.780.111-8	RNC:207	ANLA:1293:2013	Universidad del Magdalena (UniMagdalena)	CBUMAG	Universidad del Magdalena	HumanObservation	UNIMAGDALENA:ACC052	Rincón Díaz Natalia	1	Present	Colecta Temporal: Muestra botánica (fragmento)	En colección	PUNTAVENADO:2021:08:04	2021-08-04	2021	08	04	Arrecife coralino	CO:47001	SA	Colombia	CO	Magdalena	Santa Marta	Punta Venado	109	4	10	11.27	-74.2047	WGS84	Rincón Díaz Natalia	urn:lsid:marinespecies.org:taxname:144016	Lithophyllum	Plantae	Rhodophyta	Florideophyceae	Corallinales	Lithophyllaceae	Lithophyllum	Género	Philippi, 1837
UNIMAGDALENA:ACC053	Evento	es	891.780.111-8	RNC:207	ANLA:1293:2013	Universidad del Magdalena (UniMagdalena)	CBUMAG	Universidad del Magdalena	HumanObservation	UNIMAGDALENA:ACC053	Rincón Díaz Natalia	1	Present	Colecta Temporal: Muestra botánica (fragmento)	En colección	PUNTAVENADO:2021:08:04	2021-08-04	2021	08	04	Arrecife coralino	CO:47001	SA	Colombia	CO	Magdalena	Santa Marta	Punta Venado	109	4	10	11.27	-74.2047	WGS84	Rincón Díaz Natalia	urn:lsid:marinespecies.org:taxname:144016	Lithophyllum	Plantae	Rhodophyta	Florideophyceae	Corallinales	Lithophyllaceae	Lithophyllum	Género	Philippi, 1837
UNIMAGDALENA:ACC054	Evento	es	891.780.111-8	RNC:207	ANLA:1293:2013	Universidad del Magdalena (UniMagdalena)	CBUMAG	Universidad del Magdalena	HumanObservation	UNIMAGDALENA:ACC054	Rincón Díaz Natalia	1	Present	Colecta Temporal: Muestra botánica (fragmento)	En colección	PUNTAVENADO:2021:08:04	2021-08-04	2021	08	04	Arrecife coralino	CO:47001	SA	Colombia	CO	Magdalena	Santa Marta	Punta Venado	109	4	10	11.27	-74.2047	WGS84	Rincón Díaz Natalia	urn:lsid:marinespecies.org:taxname:144016	Lithophyllum	Plantae	Rhodophyta	Florideophyceae	Corallinales	Lithophyllaceae	Lithophyllum	Género	Philippi, 1837
UNIMAGDALENA:ACC055	Evento	es	891.780.111-8	RNC:207	ANLA:1293:2013	Universidad del Magdalena (UniMagdalena)	CBUMAG	Universidad del Magdalena	HumanObservation	UNIMAGDALENA:ACC055	Rincón Díaz Natalia	1	Present	Colecta Temporal: Muestra botánica (fragmento)	En colección	PUNTAVENADO:2021:08:04	2021-08-04	2021	08	04	Arrecife coralino	CO:47001	SA	Colombia	CO	Magdalena	Santa Marta	Punta Venado	109	4	10	11.27	-74.2047	WGS84	Rincón Díaz Natalia	urn:lsid:marinespecies.org:taxname:144016	Lithophyllum	Plantae	Rhodophyta	Florideophyceae	Corallinales	Lithophyllaceae	Lithophyllum	Género	Philippi, 1837
UNIMAGDALENA:ACC056	Evento	es	891.780.111-8	RNC:207	ANLA:1293:2013	Universidad del Magdalena (UniMagdalena)	CBUMAG	Universidad del Magdalena	HumanObservation	UNIMAGDALENA:ACC056	Rincón Díaz Natalia	1	Present	Colecta Temporal: Muestra botánica (fragmento)	En colección	PUNTAVENADO:2021:08:04	2021-08-04	2021	08	04	Arrecife coralino	CO:47001	SA	Colombia	CO	Magdalena	Santa Marta	Punta Venado	109	4	10	11.27	-74.2047	WGS84	Rincón Díaz Natalia	urn:lsid:marinespecies.org:taxname:370087	Porolithon	Plantae	Rhodophyta	Florideophyceae	Corallinales	Porolithaceae	Porolithon	Género	Foslie, 1909
UNIMAGDALENA:ACC057	Evento	es	891.780.111-8	RNC:207	ANLA:1293:2013	Universidad del Magdalena (UniMagdalena)	CBUMAG	Universidad del Magdalena	HumanObservation	UNIMAGDALENA:ACC057	Rincón Díaz Natalia	1	Present	Colecta Temporal: Muestra botánica (fragmento)	En colección	PUNTAVENADO:2021:08:04	2021-08-04	2021	08	04	Arrecife coralino	CO:47001	SA	Colombia	CO	Magdalena	Santa Marta	Punta Venado	109	4	10	11.27	-74.2047	WGS84	Rincón Díaz Natalia	urn:lsid:marinespecies.org:taxname:370087	Porolithon	Plantae	Rhodophyta	Florideophyceae	Corallinales	Porolithaceae	Porolithon	Género	Foslie, 1909
UNIMAGDALENA:ACC058	Evento	es	891.780.111-8	RNC:207	ANLA:1293:2013	Universidad del Magdalena (UniMagdalena)	CBUMAG	Universidad del Magdalena	HumanObservation	UNIMAGDALENA:ACC058	Rincón Díaz Natalia	1	Present	Colecta Temporal: Muestra botánica (fragmento)	En colección	PUNTAVENADO:2021:08:04	2021-08-04	2021	08	04	Arrecife coralino	CO:47001	SA	Colombia	CO	Magdalena	Santa Marta	Punta Venado	109	4	10	11.27	-74.2047	WGS84	Rincón Díaz Natalia	urn:lsid:marinespecies.org:taxname:370087	Porolithon	Plantae	Rhodophyta	Florideophyceae	Corallinales	Porolithaceae	Porolithon	Género	Foslie, 1909
UNIMAGDALENA:ACC059	Evento	es	891.780.111-8	RNC:207	ANLA:1293:2013	Universidad del Magdalena (UniMagdalena)	CBUMAG	Universidad del Magdalena	HumanObservation	UNIMAGDALENA:ACC059	Rincón Díaz Natalia	1	Present	Colecta Temporal: Muestra botánica (fragmento)	En colección	PUNTAVENADO:2021:08:04	2021-08-04	2021	08	04	Arrecife coralino	CO:47001	SA	Colombia	CO	Magdalena	Santa Marta	Punta Venado	109	4	10	11.27	-74.2047	WGS84	Rincón Díaz Natalia	urn:lsid:marinespecies.org:taxname:370087	Porolithon	Plantae	Rhodophyta	Florideophyceae	Corallinales	Porolithaceae	Porolithon	Género	Foslie, 1909
UNIMAGDALENA:ACC060	Evento	es	891.780.111-8	RNC:207	ANLA:1293:2013	Universidad del Magdalena (UniMagdalena)	CBUMAG	Universidad del Magdalena	HumanObservation	UNIMAGDALENA:ACC060	Rincón Díaz Natalia	1	Present	Colecta Temporal: Muestra botánica (fragmento)	En colección	PUNTAVENADO:2021:08:04	2021-08-04	2021	08	04	Arrecife coralino	CO:47001	SA	Colombia	CO	Magdalena	Santa Marta	Punta Venado	109	4	10	11.27	-74.2047	WGS84	Rincón Díaz Natalia	urn:lsid:marinespecies.org:taxname:370087	Porolithon	Plantae	Rhodophyta	Florideophyceae	Corallinales	Porolithaceae	Porolithon	Género	Foslie, 1909
UNIMAGDALENA:ACC061	Evento	es	891.780.111-8	RNC:207	ANLA:1293:2013	Universidad del Magdalena (UniMagdalena)	CBUMAG	Universidad del Magdalena	HumanObservation	UNIMAGDALENA:ACC061	Rincón Díaz Natalia	1	Present	Colecta Temporal: Muestra botánica (fragmento)	En colección	PUNTAVENADO:2021:09:17	2021-09-17	2021	09	17	Arrecife coralino	CO:47001	SA	Colombia	CO	Magdalena	Santa Marta	Punta Venado	109	4	10	11.27	-74.2047	WGS84	Rincón Díaz Natalia	urn:lsid:marinespecies.org:taxname:144016	Lithophyllum	Plantae	Rhodophyta	Florideophyceae	Corallinales	Lithophyllaceae	Lithophyllum	Género	Philippi, 1837
UNIMAGDALENA:ACC062	Evento	es	891.780.111-8	RNC:207	ANLA:1293:2013	Universidad del Magdalena (UniMagdalena)	CBUMAG	Universidad del Magdalena	HumanObservation	UNIMAGDALENA:ACC062	Rincón Díaz Natalia	1	Present	Colecta Temporal: Muestra botánica (fragmento)	En colección	PUNTAVENADO:2021:09:17	2021-09-17	2021	09	17	Arrecife coralino	CO:47001	SA	Colombia	CO	Magdalena	Santa Marta	Punta Venado	109	4	10	11.27	-74.2047	WGS84	Rincón Díaz Natalia	urn:lsid:marinespecies.org:taxname:144016	Lithophyllum	Plantae	Rhodophyta	Florideophyceae	Corallinales	Lithophyllaceae	Lithophyllum	Género	Philippi, 1837
UNIMAGDALENA:ACC063	Evento	es	891.780.111-8	RNC:207	ANLA:1293:2013	Universidad del Magdalena (UniMagdalena)	CBUMAG	Universidad del Magdalena	HumanObservation	UNIMAGDALENA:ACC063	Rincón Díaz Natalia	1	Present	Colecta Temporal: Muestra botánica (fragmento)	En colección	PUNTAVENADO:2021:09:17	2021-09-17	2021	09	17	Arrecife coralino	CO:47001	SA	Colombia	CO	Magdalena	Santa Marta	Punta Venado	109	4	10	11.27	-74.2047	WGS84	Rincón Díaz Natalia	urn:lsid:marinespecies.org:taxname:144016	Lithophyllum	Plantae	Rhodophyta	Florideophyceae	Corallinales	Lithophyllaceae	Lithophyllum	Género	Philippi, 1837
UNIMAGDALENA:ACC064	Evento	es	891.780.111-8	RNC:207	ANLA:1293:2013	Universidad del Magdalena (UniMagdalena)	CBUMAG	Universidad del Magdalena	HumanObservation	UNIMAGDALENA:ACC064	Rincón Díaz Natalia	1	Present	Colecta Temporal: Muestra botánica (fragmento)	En colección	PUNTAVENADO:2021:09:17	2021-09-17	2021	09	17	Arrecife coralino	CO:47001	SA	Colombia	CO	Magdalena	Santa Marta	Punta Venado	109	4	10	11.27	-74.2047	WGS84	Rincón Díaz Natalia	urn:lsid:marinespecies.org:taxname:144016	Lithophyllum	Plantae	Rhodophyta	Florideophyceae	Corallinales	Lithophyllaceae	Lithophyllum	Género	Philippi, 1837
UNIMAGDALENA:ACC065	Evento	es	891.780.111-8	RNC:207	ANLA:1293:2013	Universidad del Magdalena (UniMagdalena)	CBUMAG	Universidad del Magdalena	HumanObservation	UNIMAGDALENA:ACC065	Rincón Díaz Natalia	1	Present	Colecta Temporal: Muestra botánica (fragmento)	En colección	PUNTAVENADO:2021:09:17	2021-09-17	2021	09	17	Arrecife coralino	CO:47001	SA	Colombia	CO	Magdalena	Santa Marta	Punta Venado	109	4	10	11.27	-74.2047	WGS84	Rincón Díaz Natalia	urn:lsid:marinespecies.org:taxname:144016	Lithophyllum	Plantae	Rhodophyta	Florideophyceae	Corallinales	Lithophyllaceae	Lithophyllum	Género	Philippi, 1837
UNIMAGDALENA:ACC066	Evento	es	891.780.111-8	RNC:207	ANLA:1293:2013	Universidad del Magdalena (UniMagdalena)	CBUMAG	Universidad del Magdalena	HumanObservation	UNIMAGDALENA:ACC066	Rincón Díaz Natalia	1	Present	Colecta Temporal: Muestra botánica (fragmento)	En colección	PUNTAVENADO:2021:09:17	2021-09-17	2021	09	17	Arrecife coralino	CO:47001	SA	Colombia	CO	Magdalena	Santa Marta	Punta Venado	109	4	10	11.27	-74.2047	WGS84	Rincón Díaz Natalia	urn:lsid:marinespecies.org:taxname:370087	Porolithon	Plantae	Rhodophyta	Florideophyceae	Corallinales	Porolithaceae	Porolithon	Género	Foslie, 1909
UNIMAGDALENA:ACC067	Evento	es	891.780.111-8	RNC:207	ANLA:1293:2013	Universidad del Magdalena (UniMagdalena)	CBUMAG	Universidad del Magdalena	HumanObservation	UNIMAGDALENA:ACC067	Rincón Díaz Natalia	1	Present	Colecta Temporal: Muestra botánica (fragmento)	En colección	PUNTAVENADO:2021:09:17	2021-09-17	2021	09	17	Arrecife coralino	CO:47001	SA	Colombia	CO	Magdalena	Santa Marta	Punta Venado	109	4	10	11.27	-74.2047	WGS84	Rincón Díaz Natalia	urn:lsid:marinespecies.org:taxname:370087	Porolithon	Plantae	Rhodophyta	Florideophyceae	Corallinales	Porolithaceae	Porolithon	Género	Foslie, 1909
UNIMAGDALENA:ACC068	Evento	es	891.780.111-8	RNC:207	ANLA:1293:2013	Universidad del Magdalena (UniMagdalena)	CBUMAG	Universidad del Magdalena	HumanObservation	UNIMAGDALENA:ACC068	Rincón Díaz Natalia	1	Present	Colecta Temporal: Muestra botánica (fragmento)	En colección	PUNTAVENADO:2021:09:17	2021-09-17	2021	09	17	Arrecife coralino	CO:47001	SA	Colombia	CO	Magdalena	Santa Marta	Punta Venado	109	4	10	11.27	-74.2047	WGS84	Rincón Díaz Natalia	urn:lsid:marinespecies.org:taxname:370087	Porolithon	Plantae	Rhodophyta	Florideophyceae	Corallinales	Porolithaceae	Porolithon	Género	Foslie, 1909
UNIMAGDALENA:ACC069	Evento	es	891.780.111-8	RNC:207	ANLA:1293:2013	Universidad del Magdalena (UniMagdalena)	CBUMAG	Universidad del Magdalena	HumanObservation	UNIMAGDALENA:ACC069	Rincón Díaz Natalia	1	Present	Colecta Temporal: Muestra botánica (fragmento)	En colección	PUNTAVENADO:2021:09:17	2021-09-17	2021	09	17	Arrecife coralino	CO:47001	SA	Colombia	CO	Magdalena	Santa Marta	Punta Venado	109	4	10	11.27	-74.2047	WGS84	Rincón Díaz Natalia	urn:lsid:marinespecies.org:taxname:370087	Porolithon	Plantae	Rhodophyta	Florideophyceae	Corallinales	Porolithaceae	Porolithon	Género	Foslie, 1909
UNIMAGDALENA:ACC070	Evento	es	891.780.111-8	RNC:207	ANLA:1293:2013	Universidad del Magdalena (UniMagdalena)	CBUMAG	Universidad del Magdalena	HumanObservation	UNIMAGDALENA:ACC070	Rincón Díaz Natalia	1	Present	Colecta Temporal: Muestra botánica (fragmento)	En colección	PUNTAVENADO:2021:09:17	2021-09-17	2021	09	17	Arrecife coralino	CO:47001	SA	Colombia	CO	Magdalena	Santa Marta	Punta Venado	109	4	10	11.27	-74.2047	WGS84	Rincón Díaz Natalia	urn:lsid:marinespecies.org:taxname:370087	Porolithon	Plantae	Rhodophyta	Florideophyceae	Corallinales	Porolithaceae	Porolithon	Género	Foslie, 1909
UNIMAGDALENA:ACC071	Evento	es	891.780.111-8	RNC:207	ANLA:1293:2013	Universidad del Magdalena (UniMagdalena)	CBUMAG	Universidad del Magdalena	HumanObservation	UNIMAGDALENA:ACC071	Rincón Díaz Natalia	1	Present	Colecta Temporal: Muestra botánica (fragmento)	En colección	PUNTAVENADO:2021:10:21	2021-10-21	2021	10	21	Arrecife coralino	CO:47001	SA	Colombia	CO	Magdalena	Santa Marta	Punta Venado	109	4	10	11.27	-74.2047	WGS84	Rincón Díaz Natalia	urn:lsid:marinespecies.org:taxname:144016	Lithophyllum	Plantae	Rhodophyta	Florideophyceae	Corallinales	Lithophyllaceae	Lithophyllum	Género	Philippi, 1837
UNIMAGDALENA:ACC072	Evento	es	891.780.111-8	RNC:207	ANLA:1293:2013	Universidad del Magdalena (UniMagdalena)	CBUMAG	Universidad del Magdalena	HumanObservation	UNIMAGDALENA:ACC072	Rincón Díaz Natalia	1	Present	Colecta Temporal: Muestra botánica (fragmento)	En colección	PUNTAVENADO:2021:10:21	2021-10-21	2021	10	21	Arrecife coralino	CO:47001	SA	Colombia	CO	Magdalena	Santa Marta	Punta Venado	109	4	10	11.27	-74.2047	WGS84	Rincón Díaz Natalia	urn:lsid:marinespecies.org:taxname:144016	Lithophyllum	Plantae	Rhodophyta	Florideophyceae	Corallinales	Lithophyllaceae	Lithophyllum	Género	Philippi, 1837
UNIMAGDALENA:ACC073	Evento	es	891.780.111-8	RNC:207	ANLA:1293:2013	Universidad del Magdalena (UniMagdalena)	CBUMAG	Universidad del Magdalena	HumanObservation	UNIMAGDALENA:ACC073	Rincón Díaz Natalia	1	Present	Colecta Temporal: Muestra botánica (fragmento)	En colección	PUNTAVENADO:2021:10:21	2021-10-21	2021	10	21	Arrecife coralino	CO:47001	SA	Colombia	CO	Magdalena	Santa Marta	Punta Venado	109	4	10	11.27	-74.2047	WGS84	Rincón Díaz Natalia	urn:lsid:marinespecies.org:taxname:144016	Lithophyllum	Plantae	Rhodophyta	Florideophyceae	Corallinales	Lithophyllaceae	Lithophyllum	Género	Philippi, 1837
UNIMAGDALENA:ACC074	Evento	es	891.780.111-8	RNC:207	ANLA:1293:2013	Universidad del Magdalena (UniMagdalena)	CBUMAG	Universidad del Magdalena	HumanObservation	UNIMAGDALENA:ACC074	Rincón Díaz Natalia	1	Present	Colecta Temporal: Muestra botánica (fragmento)	En colección	PUNTAVENADO:2021:10:21	2021-10-21	2021	10	21	Arrecife coralino	CO:47001	SA	Colombia	CO	Magdalena	Santa Marta	Punta Venado	109	4	10	11.27	-74.2047	WGS84	Rincón Díaz Natalia	urn:lsid:marinespecies.org:taxname:144016	Lithophyllum	Plantae	Rhodophyta	Florideophyceae	Corallinales	Lithophyllaceae	Lithophyllum	Género	Philippi, 1837
UNIMAGDALENA:ACC075	Evento	es	891.780.111-8	RNC:207	ANLA:1293:2013	Universidad del Magdalena (UniMagdalena)	CBUMAG	Universidad del Magdalena	HumanObservation	UNIMAGDALENA:ACC075	Rincón Díaz Natalia	1	Present	Colecta Temporal: Muestra botánica (fragmento)	En colección	PUNTAVENADO:2021:10:21	2021-10-21	2021	10	21	Arrecife coralino	CO:47001	SA	Colombia	CO	Magdalena	Santa Marta	Punta Venado	109	4	10	11.27	-74.2047	WGS84	Rincón Díaz Natalia	urn:lsid:marinespecies.org:taxname:144016	Lithophyllum	Plantae	Rhodophyta	Florideophyceae	Corallinales	Lithophyllaceae	Lithophyllum	Género	Philippi, 1837
UNIMAGDALENA:ACC076	Evento	es	891.780.111-8	RNC:207	ANLA:1293:2013	Universidad del Magdalena (UniMagdalena)	CBUMAG	Universidad del Magdalena	HumanObservation	UNIMAGDALENA:ACC076	Rincón Díaz Natalia	1	Present	Colecta Temporal: Muestra botánica (fragmento)	En colección	PUNTAVENADO:2021:10:21	2021-10-21	2021	10	21	Arrecife coralino	CO:47001	SA	Colombia	CO	Magdalena	Santa Marta	Punta Venado	109	4	10	11.27	-74.2047	WGS84	Rincón Díaz Natalia	urn:lsid:marinespecies.org:taxname:370087	Porolithon	Plantae	Rhodophyta	Florideophyceae	Corallinales	Porolithaceae	Porolithon	Género	Foslie, 1909
UNIMAGDALENA:ACC077	Evento	es	891.780.111-8	RNC:207	ANLA:1293:2013	Universidad del Magdalena (UniMagdalena)	CBUMAG	Universidad del Magdalena	HumanObservation	UNIMAGDALENA:ACC077	Rincón Díaz Natalia	1	Present	Colecta Temporal: Muestra botánica (fragmento)	En colección	PUNTAVENADO:2021:10:21	2021-10-21	2021	10	21	Arrecife coralino	CO:47001	SA	Colombia	CO	Magdalena	Santa Marta	Punta Venado	109	4	10	11.27	-74.2047	WGS84	Rincón Díaz Natalia	urn:lsid:marinespecies.org:taxname:370087	Porolithon	Plantae	Rhodophyta	Florideophyceae	Corallinales	Porolithaceae	Porolithon	Género	Foslie, 1909
UNIMAGDALENA:ACC078	Evento	es	891.780.111-8	RNC:207	ANLA:1293:2013	Universidad del Magdalena (UniMagdalena)	CBUMAG	Universidad del Magdalena	HumanObservation	UNIMAGDALENA:ACC078	Rincón Díaz Natalia	1	Present	Colecta Temporal: Muestra botánica (fragmento)	En colección	PUNTAVENADO:2021:10:21	2021-10-21	2021	10	21	Arrecife coralino	CO:47001	SA	Colombia	CO	Magdalena	Santa Marta	Punta Venado	109	4	10	11.27	-74.2047	WGS84	Rincón Díaz Natalia	urn:lsid:marinespecies.org:taxname:370087	Porolithon	Plantae	Rhodophyta	Florideophyceae	Corallinales	Porolithaceae	Porolithon	Género	Foslie, 1909
UNIMAGDALENA:ACC079	Evento	es	891.780.111-8	RNC:207	ANLA:1293:2013	Universidad del Magdalena (UniMagdalena)	CBUMAG	Universidad del Magdalena	HumanObservation	UNIMAGDALENA:ACC079	Rincón Díaz Natalia	1	Present	Colecta Temporal: Muestra botánica (fragmento)	En colección	PUNTAVENADO:2021:10:21	2021-10-21	2021	10	21	Arrecife coralino	CO:47001	SA	Colombia	CO	Magdalena	Santa Marta	Punta Venado	109	4	10	11.27	-74.2047	WGS84	Rincón Díaz Natalia	urn:lsid:marinespecies.org:taxname:370087	Porolithon	Plantae	Rhodophyta	Florideophyceae	Corallinales	Porolithaceae	Porolithon	Género	Foslie, 1909
UNIMAGDALENA:ACC080	Evento	es	891.780.111-8	RNC:207	ANLA:1293:2013	Universidad del Magdalena (UniMagdalena)	CBUMAG	Universidad del Magdalena	HumanObservation	UNIMAGDALENA:ACC080	Rincón Díaz Natalia	1	Present	Colecta Temporal: Muestra botánica (fragmento)	En colección	PUNTAVENADO:2021:10:21	2021-10-21	2021	10	21	Arrecife coralino	CO:47001	SA	Colombia	CO	Magdalena	Santa Marta	Punta Venado	109	4	10	11.27	-74.2047	WGS84	Rincón Díaz Natalia	urn:lsid:marinespecies.org:taxname:370087	Porolithon	Plantae	Rhodophyta	Florideophyceae	Corallinales	Porolithaceae	Porolithon	Género	Foslie, 1909
